date,cloudcover,day_of_week,label
2016-03-13,52.5,Sunday,Weekend
2016-03-14,100.0,Monday,Weekday
2016-03-15,83.6,Tuesday,Weekday
2016-03-16,52.5,Wednesday,Weekday
2016-03-17,48.1,Thursday,Weekday
2016-03-18,32.1,Friday,Weekday
2016-03-19,33.3,Saturday,Weekend
2016-03-20,74.3,Sunday,Weekend
2016-03-21,56.8,Monday,Weekday
2016-03-22,19.1,Tuesday,Weekday
2016-03-23,32.9,Wednesday,Weekday
2016-03-24,56.9,Thursday,Weekday
2016-03-25,79.3,Friday,Weekday
2016-03-26,38.0,Saturday,Weekend
2016-03-27,80.1,Sunday,Weekend
2016-03-28,94.7,Monday,Weekday
2016-03-29,33.5,Tuesday,Weekday
2016-03-30,14.3,Wednesday,Weekday
2016-03-31,44.6,Thursday,Weekday
2016-04-01,84.1,Friday,Weekday
2016-04-02,85.6,Saturday,Weekend
2016-04-03,59.4,Sunday,Weekend
2016-04-04,99.0,Monday,Weekday
2016-04-05,37.7,Tuesday,Weekday
2016-04-06,27.0,Wednesday,Weekday
2016-04-07,73.2,Thursday,Weekday
2016-04-08,59.7,Friday,Weekday
2016-04-09,71.9,Saturday,Weekend
2016-04-10,24.6,Sunday,Weekend
2016-04-11,80.9,Monday,Weekday
2016-04-12,54.1,Tuesday,Weekday
2016-04-13,8.8,Wednesday,Weekday
2016-04-14,20.2,Thursday,Weekday
2016-04-15,4.1,Friday,Weekday
2016-04-16,20.8,Saturday,Weekend
2016-04-17,11.4,Sunday,Weekend
2016-04-18,25.0,Monday,Weekday
2016-04-19,37.4,Tuesday,Weekday
2016-04-20,5.0,Wednesday,Weekday
2016-04-21,24.6,Thursday,Weekday
2016-04-22,46.7,Friday,Weekday
2016-04-23,69.2,Saturday,Weekend
2016-04-24,13.7,Sunday,Weekend
2016-04-25,49.1,Monday,Weekday
2016-04-26,85.8,Tuesday,Weekday
2016-04-27,67.9,Wednesday,Weekday
2016-04-28,48.6,Thursday,Weekday
2016-04-29,99.7,Friday,Weekday
2016-04-30,64.5,Saturday,Weekend
2016-05-01,91.7,Sunday,Weekend
2016-05-02,86.8,Monday,Weekday
2016-05-03,99.7,Tuesday,Weekday
2016-05-04,100.0,Wednesday,Weekday
2016-05-05,100.0,Thursday,Weekday
2016-05-06,100.0,Friday,Weekday
2016-05-07,90.6,Saturday,Weekend
2016-05-08,58.7,Sunday,Weekend
2016-05-09,40.7,Monday,Weekday
2016-05-10,39.8,Tuesday,Weekday
2016-05-11,37.8,Wednesday,Weekday
2016-05-12,29.8,Thursday,Weekday
2016-05-13,87.5,Friday,Weekday
2016-05-14,60.3,Saturday,Weekend
2016-05-15,63.9,Sunday,Weekend
2016-05-16,24.1,Monday,Weekday
2016-05-17,80.9,Tuesday,Weekday
2016-05-18,75.3,Wednesday,Weekday
2016-05-19,75.6,Thursday,Weekday
2016-05-20,18.7,Friday,Weekday
2016-05-21,66.1,Saturday,Weekend
2016-05-22,89.3,Sunday,Weekend
2016-05-23,38.1,Monday,Weekday
2016-05-24,94.7,Tuesday,Weekday
2016-05-25,15.0,Wednesday,Weekday
2016-05-26,28.6,Thursday,Weekday
2016-05-27,32.9,Friday,Weekday
2016-05-28,29.7,Saturday,Weekend
2016-05-29,27.7,Sunday,Weekend
2016-05-30,80.0,Monday,Weekday
2016-05-31,54.9,Tuesday,Weekday
2016-06-01,30.7,Wednesday,Weekday
2016-06-02,46.2,Thursday,Weekday
2016-06-03,99.3,Friday,Weekday
2016-06-04,81.2,Saturday,Weekend
2016-06-05,87.2,Sunday,Weekend
2016-06-06,48.0,Monday,Weekday
2016-06-07,33.2,Tuesday,Weekday
2016-06-08,46.4,Wednesday,Weekday
2016-06-09,25.6,Thursday,Weekday
2016-06-10,45.0,Friday,Weekday
2016-06-11,72.1,Saturday,Weekend
2016-06-12,38.3,Sunday,Weekend
2016-06-13,53.8,Monday,Weekday
2016-06-14,25.2,Tuesday,Weekday
2016-06-15,26.6,Wednesday,Weekday
2016-06-16,86.0,Thursday,Weekday
2016-06-17,36.9,Friday,Weekday
2016-06-18,12.9,Saturday,Weekend
2016-06-19,36.0,Sunday,Weekend
2016-06-20,28.3,Monday,Weekday
2016-06-21,48.4,Tuesday,Weekday
2016-06-22,34.2,Wednesday,Weekday
2016-06-23,63.1,Thursday,Weekday
2016-06-24,19.8,Friday,Weekday
2016-06-25,11.0,Saturday,Weekend
2016-06-26,32.0,Sunday,Weekend
2016-06-27,41.0,Monday,Weekday
2016-06-28,98.2,Tuesday,Weekday
2016-06-29,58.4,Wednesday,Weekday
2016-06-30,18.6,Thursday,Weekday
2016-07-01,57.3,Friday,Weekday
2016-07-02,38.6,Saturday,Weekend
2016-07-03,33.9,Sunday,Weekend
2016-07-04,45.3,Monday,Weekday
2016-07-05,74.6,Tuesday,Weekday
2016-07-06,26.0,Wednesday,Weekday
2016-07-07,40.9,Thursday,Weekday
2016-07-08,54.0,Friday,Weekday
2016-07-09,99.9,Saturday,Weekend
2016-07-10,76.0,Sunday,Weekend
2016-07-11,37.8,Monday,Weekday
2016-07-12,31.1,Tuesday,Weekday
2016-07-13,47.4,Wednesday,Weekday
2016-07-14,64.4,Thursday,Weekday
2016-07-15,28.8,Friday,Weekday
2016-07-16,34.6,Saturday,Weekend
2016-07-17,31.0,Sunday,Weekend
2016-07-18,41.0,Monday,Weekday
2016-07-19,48.0,Tuesday,Weekday
2016-07-20,42.2,Wednesday,Weekday
2016-07-21,16.8,Thursday,Weekday
2016-07-22,27.4,Friday,Weekday
2016-07-23,18.3,Saturday,Weekend
2016-07-24,21.5,Sunday,Weekend
2016-07-25,53.5,Monday,Weekday
2016-07-26,35.2,Tuesday,Weekday
2016-07-27,34.2,Wednesday,Weekday
2016-07-28,36.3,Thursday,Weekday
2016-07-29,71.7,Friday,Weekday
2016-07-30,63.9,Saturday,Weekend
2016-07-31,98.4,Sunday,Weekend
2016-08-01,95.7,Monday,Weekday
2016-08-02,67.7,Tuesday,Weekday
2016-08-03,18.0,Wednesday,Weekday
2016-08-04,21.5,Thursday,Weekday
2016-08-05,38.5,Friday,Weekday
2016-08-06,56.4,Saturday,Weekend
2016-08-07,19.7,Sunday,Weekend
2016-08-08,35.4,Monday,Weekday
2016-08-09,25.0,Tuesday,Weekday
2016-08-10,84.6,Wednesday,Weekday
2016-08-11,56.9,Thursday,Weekday
2016-08-12,49.2,Friday,Weekday
2016-08-13,26.1,Saturday,Weekend
2016-08-14,39.8,Sunday,Weekend
2016-08-15,34.8,Monday,Weekday
2016-08-16,56.4,Tuesday,Weekday
2016-08-17,46.6,Wednesday,Weekday
2016-08-18,79.2,Thursday,Weekday
2016-08-19,49.6,Friday,Weekday
2016-08-20,47.9,Saturday,Weekend
2016-08-21,70.7,Sunday,Weekend
2016-08-22,17.6,Monday,Weekday
2016-08-23,4.7,Tuesday,Weekday
2016-08-24,21.8,Wednesday,Weekday
2016-08-25,71.4,Thursday,Weekday
2016-08-26,56.9,Friday,Weekday
2016-08-27,29.3,Saturday,Weekend
2016-08-28,18.3,Sunday,Weekend
2016-08-29,30.3,Monday,Weekday
2016-08-30,33.6,Tuesday,Weekday
2016-08-31,51.1,Wednesday,Weekday
2016-09-01,91.2,Thursday,Weekday
2016-09-02,41.6,Friday,Weekday
2016-09-03,50.3,Saturday,Weekend
2016-09-04,20.9,Sunday,Weekend
2016-09-05,37.1,Monday,Weekday
2016-09-06,90.1,Tuesday,Weekday
2016-09-07,75.7,Wednesday,Weekday
2016-09-08,33.7,Thursday,Weekday
2016-09-09,61.1,Friday,Weekday
2016-09-10,48.6,Saturday,Weekend
2016-09-11,52.1,Sunday,Weekend
2016-09-12,13.6,Monday,Weekday
2016-09-13,9.5,Tuesday,Weekday
2016-09-14,32.8,Wednesday,Weekday
2016-09-15,32.4,Thursday,Weekday
2016-09-16,41.7,Friday,Weekday
2016-09-17,28.9,Saturday,Weekend
2016-09-18,60.7,Sunday,Weekend
2016-09-19,83.6,Monday,Weekday
2016-09-20,65.2,Tuesday,Weekday
2016-09-21,34.8,Wednesday,Weekday
2016-09-22,16.0,Thursday,Weekday
2016-09-23,19.1,Friday,Weekday
2016-09-24,59.4,Saturday,Weekend
2016-09-25,5.9,Sunday,Weekend
2016-09-26,48.2,Monday,Weekday
2016-09-27,55.1,Tuesday,Weekday
2016-09-28,69.8,Wednesday,Weekday
2016-09-29,99.0,Thursday,Weekday
2016-09-30,100.0,Friday,Weekday
2016-10-01,100.0,Saturday,Weekend
2016-10-02,100.0,Sunday,Weekend
2016-10-03,87.5,Monday,Weekday
2016-10-04,83.5,Tuesday,Weekday
2016-10-05,21.5,Wednesday,Weekday
2016-10-06,5.9,Thursday,Weekday
2016-10-07,13.3,Friday,Weekday
2016-10-08,68.7,Saturday,Weekend
2016-10-09,81.7,Sunday,Weekend
2016-10-10,7.9,Monday,Weekday
2016-10-11,12.6,Tuesday,Weekday
2016-10-12,46.6,Wednesday,Weekday
2016-10-13,44.8,Thursday,Weekday
2016-10-14,7.7,Friday,Weekday
2016-10-15,10.3,Saturday,Weekend
2016-10-16,32.7,Sunday,Weekend
2016-10-17,51.3,Monday,Weekday
2016-10-18,16.1,Tuesday,Weekday
2016-10-19,32.6,Wednesday,Weekday
2016-10-20,72.6,Thursday,Weekday
2016-10-21,86.1,Friday,Weekday
2016-10-22,99.2,Saturday,Weekend
2016-10-23,29.7,Sunday,Weekend
2016-10-24,52.6,Monday,Weekday
2016-10-25,51.8,Tuesday,Weekday
2016-10-26,22.7,Wednesday,Weekday
2016-10-27,97.4,Thursday,Weekday
2016-10-28,63.3,Friday,Weekday
2016-10-29,36.6,Saturday,Weekend
2016-10-30,84.3,Sunday,Weekend
2016-10-31,37.3,Monday,Weekday
2016-11-01,32.9,Tuesday,Weekday
2016-11-02,47.6,Wednesday,Weekday
2016-11-03,46.7,Thursday,Weekday
2016-11-04,27.8,Friday,Weekday
2016-11-05,19.2,Saturday,Weekend
2016-11-06,27.1,Sunday,Weekend
2016-11-07,4.8,Monday,Weekday
2016-11-08,17.7,Tuesday,Weekday
2016-11-09,81.3,Wednesday,Weekday
2016-11-10,36.5,Thursday,Weekday
2016-11-11,15.8,Friday,Weekday
2016-11-12,11.6,Saturday,Weekend
2016-11-13,14.2,Sunday,Weekend
2016-11-14,24.7,Monday,Weekday
2016-11-15,97.5,Tuesday,Weekday
2016-11-16,26.6,Wednesday,Weekday
2016-11-17,12.7,Thursday,Weekday
2016-11-18,4.6,Friday,Weekday
2016-11-19,33.3,Saturday,Weekend
2016-11-20,98.4,Sunday,Weekend
2016-11-21,89.3,Monday,Weekday
2016-11-22,74.2,Tuesday,Weekday
2016-11-23,32.9,Wednesday,Weekday
2016-11-24,86.7,Thursday,Weekday
2016-11-25,99.4,Friday,Weekday
2016-11-26,62.2,Saturday,Weekend
2016-11-27,33.7,Sunday,Weekend
2016-11-28,17.5,Monday,Weekday
2016-11-29,96.1,Tuesday,Weekday
2016-11-30,69.0,Wednesday,Weekday
2016-12-01,63.9,Thursday,Weekday
2016-12-02,46.5,Friday,Weekday
2016-12-03,75.4,Saturday,Weekend
2016-12-04,51.0,Sunday,Weekend
2016-12-05,63.2,Monday,Weekday
2016-12-06,57.9,Tuesday,Weekday
2016-12-07,90.1,Wednesday,Weekday
2016-12-08,57.0,Thursday,Weekday
2016-12-09,34.6,Friday,Weekday
2016-12-10,41.2,Saturday,Weekend
2016-12-11,68.6,Sunday,Weekend
2016-12-12,72.3,Monday,Weekday
2016-12-13,50.3,Tuesday,Weekday
2016-12-14,41.7,Wednesday,Weekday
2016-12-15,44.3,Thursday,Weekday
2016-12-16,37.6,Friday,Weekday
2016-12-17,99.2,Saturday,Weekend
2016-12-18,85.6,Sunday,Weekend
2016-12-19,30.7,Monday,Weekday
2016-12-20,15.5,Tuesday,Weekday
2016-12-21,37.3,Wednesday,Weekday
2016-12-22,59.1,Thursday,Weekday
2016-12-23,29.6,Friday,Weekday
2016-12-24,73.0,Saturday,Weekend
2016-12-25,9.6,Sunday,Weekend
2016-12-26,80.6,Monday,Weekday
2016-12-27,60.0,Tuesday,Weekday
2016-12-28,64.3,Wednesday,Weekday
2016-12-29,62.8,Thursday,Weekday
2016-12-30,37.4,Friday,Weekday
2016-12-31,48.8,Saturday,Weekend
2017-01-01,25.1,Sunday,Weekend
2017-01-02,68.0,Monday,Weekday
2017-01-03,99.7,Tuesday,Weekday
2017-01-04,54.9,Wednesday,Weekday
2017-01-05,25.6,Thursday,Weekday
2017-01-06,47.3,Friday,Weekday
2017-01-07,77.8,Saturday,Weekend
2017-01-08,30.6,Sunday,Weekend
2017-01-09,20.9,Monday,Weekday
2017-01-10,42.2,Tuesday,Weekday
2017-01-11,45.6,Wednesday,Weekday
2017-01-12,63.0,Thursday,Weekday
2017-01-13,16.0,Friday,Weekday
2017-01-14,49.1,Saturday,Weekend
2017-01-15,20.2,Sunday,Weekend
2017-01-16,19.7,Monday,Weekday
2017-01-17,94.8,Tuesday,Weekday
2017-01-18,99.4,Wednesday,Weekday
2017-01-19,67.3,Thursday,Weekday
2017-01-20,92.1,Friday,Weekday
2017-01-21,82.3,Saturday,Weekend
2017-01-22,94.2,Sunday,Weekend
2017-01-23,96.3,Monday,Weekday
2017-01-24,87.5,Tuesday,Weekday
2017-01-25,38.1,Wednesday,Weekday
2017-01-26,70.9,Thursday,Weekday
2017-01-27,69.4,Friday,Weekday
2017-01-28,86.1,Saturday,Weekend
2017-01-29,36.7,Sunday,Weekend
2017-01-30,51.5,Monday,Weekday
2017-01-31,71.8,Tuesday,Weekday
2017-02-01,55.1,Wednesday,Weekday
2017-02-02,43.1,Thursday,Weekday
2017-02-03,29.5,Friday,Weekday
2017-02-04,7.1,Saturday,Weekend
2017-02-05,57.7,Sunday,Weekend
2017-02-06,30.1,Monday,Weekday
2017-02-07,76.6,Tuesday,Weekday
2017-02-08,42.8,Wednesday,Weekday
2017-02-09,69.7,Thursday,Weekday
2017-02-10,23.6,Friday,Weekday
2017-02-11,45.7,Saturday,Weekend
2017-02-12,76.5,Sunday,Weekend
2017-02-13,53.8,Monday,Weekday
2017-02-14,13.8,Tuesday,Weekday
2017-02-15,42.9,Wednesday,Weekday
2017-02-16,51.1,Thursday,Weekday
2017-02-17,6.5,Friday,Weekday
2017-02-18,7.7,Saturday,Weekend
2017-02-19,14.2,Sunday,Weekend
2017-02-20,2.6,Monday,Weekday
2017-02-21,7.6,Tuesday,Weekday
2017-02-22,36.2,Wednesday,Weekday
2017-02-23,29.3,Thursday,Weekday
2017-02-24,12.9,Friday,Weekday
2017-02-25,67.4,Saturday,Weekend
2017-02-26,55.8,Sunday,Weekend
2017-02-27,19.9,Monday,Weekday
2017-02-28,75.4,Tuesday,Weekday
2017-03-01,59.3,Wednesday,Weekday
2017-03-02,14.1,Thursday,Weekday
2017-03-03,26.3,Friday,Weekday
2017-03-04,31.8,Saturday,Weekend
2017-03-05,2.0,Sunday,Weekend
2017-03-06,38.1,Monday,Weekday
2017-03-07,70.7,Tuesday,Weekday
2017-03-08,51.2,Wednesday,Weekday
2017-03-09,26.4,Thursday,Weekday
2017-03-10,66.3,Friday,Weekday
2017-03-11,52.2,Saturday,Weekend
2017-03-12,14.6,Sunday,Weekend
2017-03-13,18.2,Monday,Weekday
2017-03-14,87.1,Tuesday,Weekday
2017-03-15,53.1,Wednesday,Weekday
2017-03-16,11.4,Thursday,Weekday
2017-03-17,7.2,Friday,Weekday
2017-03-18,61.4,Saturday,Weekend
2017-03-19,30.1,Sunday,Weekend
2017-03-20,27.1,Monday,Weekday
2017-03-21,63.5,Tuesday,Weekday
2017-03-22,10.4,Wednesday,Weekday
2017-03-23,1.5,Thursday,Weekday
2017-03-24,47.7,Friday,Weekday
2017-03-25,39.5,Saturday,Weekend
2017-03-26,88.9,Sunday,Weekend
2017-03-27,84.4,Monday,Weekday
2017-03-28,92.9,Tuesday,Weekday
2017-03-29,49.4,Wednesday,Weekday
2017-03-30,37.0,Thursday,Weekday
2017-03-31,92.0,Friday,Weekday
2017-04-01,93.9,Saturday,Weekend
2017-04-02,28.9,Sunday,Weekend
2017-04-03,26.7,Monday,Weekday
2017-04-04,96.8,Tuesday,Weekday
2017-04-05,59.0,Wednesday,Weekday
2017-04-06,80.8,Thursday,Weekday
2017-04-07,63.4,Friday,Weekday
2017-04-08,37.2,Saturday,Weekend
2017-04-09,6.6,Sunday,Weekend
2017-04-10,14.4,Monday,Weekday
2017-04-11,12.6,Tuesday,Weekday
2017-04-12,26.8,Wednesday,Weekday
2017-04-13,11.7,Thursday,Weekday
2017-04-14,20.9,Friday,Weekday
2017-04-15,43.1,Saturday,Weekend
2017-04-16,28.4,Sunday,Weekend
2017-04-17,23.3,Monday,Weekday
2017-04-18,6.1,Tuesday,Weekday
2017-04-19,80.5,Wednesday,Weekday
2017-04-20,79.9,Thursday,Weekday
2017-04-21,97.6,Friday,Weekday
2017-04-22,88.0,Saturday,Weekend
2017-04-23,11.0,Sunday,Weekend
2017-04-24,47.6,Monday,Weekday
2017-04-25,94.5,Tuesday,Weekday
2017-04-26,98.0,Wednesday,Weekday
2017-04-27,86.6,Thursday,Weekday
2017-04-28,44.2,Friday,Weekday
2017-04-29,21.6,Saturday,Weekend
2017-04-30,86.7,Sunday,Weekend
2017-05-01,65.3,Monday,Weekday
2017-05-02,55.3,Tuesday,Weekday
2017-05-03,51.9,Wednesday,Weekday
2017-05-04,9.1,Thursday,Weekday
2017-05-05,83.1,Friday,Weekday
2017-05-06,72.4,Saturday,Weekend
2017-05-07,67.0,Sunday,Weekend
2017-05-08,58.0,Monday,Weekday
2017-05-09,43.2,Tuesday,Weekday
2017-05-10,44.3,Wednesday,Weekday
2017-05-11,15.9,Thursday,Weekday
2017-05-12,24.0,Friday,Weekday
2017-05-13,89.6,Saturday,Weekend
2017-05-14,57.9,Sunday,Weekend
2017-05-15,44.6,Monday,Weekday
2017-05-16,8.8,Tuesday,Weekday
2017-05-17,8.5,Wednesday,Weekday
2017-05-18,16.6,Thursday,Weekday
2017-05-19,16.0,Friday,Weekday
2017-05-20,46.3,Saturday,Weekend
2017-05-21,18.5,Sunday,Weekend
2017-05-22,92.2,Monday,Weekday
2017-05-23,30.8,Tuesday,Weekday
2017-05-24,61.5,Wednesday,Weekday
2017-05-25,88.2,Thursday,Weekday
2017-05-26,70.3,Friday,Weekday
2017-05-27,53.5,Saturday,Weekend
2017-05-28,41.5,Sunday,Weekend
2017-05-29,87.3,Monday,Weekday
2017-05-30,98.0,Tuesday,Weekday
2017-05-31,58.5,Wednesday,Weekday
2017-06-01,28.9,Thursday,Weekday
2017-06-02,14.5,Friday,Weekday
2017-06-03,33.3,Saturday,Weekend
2017-06-04,36.5,Sunday,Weekend
2017-06-05,84.5,Monday,Weekday
2017-06-06,93.7,Tuesday,Weekday
2017-06-07,59.9,Wednesday,Weekday
2017-06-08,9.7,Thursday,Weekday
2017-06-09,18.7,Friday,Weekday
2017-06-10,21.2,Saturday,Weekend
2017-06-11,5.6,Sunday,Weekend
2017-06-12,2.6,Monday,Weekday
2017-06-13,15.4,Tuesday,Weekday
2017-06-14,46.5,Wednesday,Weekday
2017-06-15,21.5,Thursday,Weekday
2017-06-16,82.2,Friday,Weekday
2017-06-17,96.1,Saturday,Weekend
2017-06-18,57.1,Sunday,Weekend
2017-06-19,41.4,Monday,Weekday
2017-06-20,36.6,Tuesday,Weekday
2017-06-21,21.2,Wednesday,Weekday
2017-06-22,7.0,Thursday,Weekday
2017-06-23,34.2,Friday,Weekday
2017-06-24,26.8,Saturday,Weekend
2017-06-25,31.5,Sunday,Weekend
2017-06-26,25.8,Monday,Weekday
2017-06-27,41.4,Tuesday,Weekday
2017-06-28,15.3,Wednesday,Weekday
2017-06-29,13.2,Thursday,Weekday
2017-06-30,28.6,Friday,Weekday
2017-07-01,36.3,Saturday,Weekend
2017-07-02,37.6,Sunday,Weekend
2017-07-03,23.4,Monday,Weekday
2017-07-04,43.0,Tuesday,Weekday
2017-07-05,24.6,Wednesday,Weekday
2017-07-06,48.0,Thursday,Weekday
2017-07-07,68.6,Friday,Weekday
2017-07-08,27.4,Saturday,Weekend
2017-07-09,22.3,Sunday,Weekend
2017-07-10,25.9,Monday,Weekday
2017-07-11,49.2,Tuesday,Weekday
2017-07-12,31.4,Wednesday,Weekday
2017-07-13,29.2,Thursday,Weekday
2017-07-14,98.5,Friday,Weekday
2017-07-15,65.1,Saturday,Weekend
2017-07-16,7.8,Sunday,Weekend
2017-07-17,23.8,Monday,Weekday
2017-07-18,11.9,Tuesday,Weekday
2017-07-19,10.6,Wednesday,Weekday
2017-07-20,20.2,Thursday,Weekday
2017-07-21,26.3,Friday,Weekday
2017-07-22,27.5,Saturday,Weekend
2017-07-23,69.0,Sunday,Weekend
2017-07-24,87.2,Monday,Weekday
2017-07-25,93.3,Tuesday,Weekday
2017-07-26,43.4,Wednesday,Weekday
2017-07-27,51.0,Thursday,Weekday
2017-07-28,38.1,Friday,Weekday
2017-07-29,60.9,Saturday,Weekend
2017-07-30,3.1,Sunday,Weekend
2017-07-31,11.4,Monday,Weekday
2017-08-01,3.4,Tuesday,Weekday
2017-08-02,20.0,Wednesday,Weekday
2017-08-03,23.4,Thursday,Weekday
2017-08-04,28.4,Friday,Weekday
2017-08-05,64.1,Saturday,Weekend
2017-08-06,3.7,Sunday,Weekend
2017-08-07,65.0,Monday,Weekday
2017-08-08,55.0,Tuesday,Weekday
2017-08-09,9.7,Wednesday,Weekday
2017-08-10,14.8,Thursday,Weekday
2017-08-11,37.0,Friday,Weekday
2017-08-12,75.9,Saturday,Weekend
2017-08-13,29.5,Sunday,Weekend
2017-08-14,27.0,Monday,Weekday
2017-08-15,77.7,Tuesday,Weekday
2017-08-16,28.8,Wednesday,Weekday
2017-08-17,30.0,Thursday,Weekday
2017-08-18,65.1,Friday,Weekday
2017-08-19,28.9,Saturday,Weekend
2017-08-20,8.3,Sunday,Weekend
2017-08-21,14.3,Monday,Weekday
2017-08-22,22.9,Tuesday,Weekday
2017-08-23,33.4,Wednesday,Weekday
2017-08-24,9.2,Thursday,Weekday
2017-08-25,34.3,Friday,Weekday
2017-08-26,3.5,Saturday,Weekend
2017-08-27,5.5,Sunday,Weekend
2017-08-28,11.3,Monday,Weekday
2017-08-29,55.6,Tuesday,Weekday
2017-08-30,38.6,Wednesday,Weekday
2017-08-31,21.6,Thursday,Weekday
2017-09-01,7.5,Friday,Weekday
2017-09-02,20.2,Saturday,Weekend
2017-09-03,82.2,Sunday,Weekend
2017-09-04,6.3,Monday,Weekday
2017-09-05,25.5,Tuesday,Weekday
2017-09-06,77.4,Wednesday,Weekday
2017-09-07,49.0,Thursday,Weekday
2017-09-08,21.2,Friday,Weekday
2017-09-09,19.2,Saturday,Weekend
2017-09-10,11.8,Sunday,Weekend
2017-09-11,9.2,Monday,Weekday
2017-09-12,17.9,Tuesday,Weekday
2017-09-13,37.8,Wednesday,Weekday
2017-09-14,58.2,Thursday,Weekday
2017-09-15,35.5,Friday,Weekday
2017-09-16,36.6,Saturday,Weekend
2017-09-17,52.3,Sunday,Weekend
2017-09-18,93.1,Monday,Weekday
2017-09-19,89.7,Tuesday,Weekday
2017-09-20,59.8,Wednesday,Weekday
2017-09-21,10.6,Thursday,Weekday
2017-09-22,16.1,Friday,Weekday
2017-09-23,9.4,Saturday,Weekend
2017-09-24,1.7,Sunday,Weekend
2017-09-25,3.1,Monday,Weekday
2017-09-26,28.9,Tuesday,Weekday
2017-09-27,25.2,Wednesday,Weekday
2017-09-28,31.3,Thursday,Weekday
2017-09-29,20.7,Friday,Weekday
2017-09-30,65.2,Saturday,Weekend
2017-10-01,21.7,Sunday,Weekend
2017-10-02,1.7,Monday,Weekday
2017-10-03,17.8,Tuesday,Weekday
2017-10-04,4.8,Wednesday,Weekday
2017-10-05,47.9,Thursday,Weekday
2017-10-06,21.8,Friday,Weekday
2017-10-07,25.0,Saturday,Weekend
2017-10-08,59.7,Sunday,Weekend
2017-10-09,72.7,Monday,Weekday
2017-10-10,10.5,Tuesday,Weekday
2017-10-11,31.7,Wednesday,Weekday
2017-10-12,59.0,Thursday,Weekday
2017-10-13,67.9,Friday,Weekday
2017-10-14,91.8,Saturday,Weekend
2017-10-15,92.7,Sunday,Weekend
2017-10-16,31.6,Monday,Weekday
2017-10-17,0.7,Tuesday,Weekday
2017-10-18,0.4,Wednesday,Weekday
2017-10-19,5.3,Thursday,Weekday
2017-10-20,6.0,Friday,Weekday
2017-10-21,7.0,Saturday,Weekend
2017-10-22,7.1,Sunday,Weekend
2017-10-23,59.2,Monday,Weekday
2017-10-24,91.5,Tuesday,Weekday
2017-10-25,41.0,Wednesday,Weekday
2017-10-26,59.4,Thursday,Weekday
2017-10-27,3.3,Friday,Weekday
2017-10-28,22.9,Saturday,Weekend
2017-10-29,91.9,Sunday,Weekend
2017-10-30,45.4,Monday,Weekday
2017-10-31,8.8,Tuesday,Weekday
2017-11-01,61.7,Wednesday,Weekday
2017-11-02,47.3,Thursday,Weekday
2017-11-03,20.7,Friday,Weekday
2017-11-04,16.5,Saturday,Weekend
2017-11-05,88.0,Sunday,Weekend
2017-11-06,67.6,Monday,Weekday
2017-11-07,48.7,Tuesday,Weekday
2017-11-08,74.1,Wednesday,Weekday
2017-11-09,56.4,Thursday,Weekday
2017-11-10,16.0,Friday,Weekday
2017-11-11,8.1,Saturday,Weekend
2017-11-12,15.0,Sunday,Weekend
2017-11-13,52.8,Monday,Weekday
2017-11-14,52.0,Tuesday,Weekday
2017-11-15,59.2,Wednesday,Weekday
2017-11-16,54.2,Thursday,Weekday
2017-11-17,19.1,Friday,Weekday
2017-11-18,34.7,Saturday,Weekend
2017-11-19,61.6,Sunday,Weekend
2017-11-20,48.4,Monday,Weekday
2017-11-21,10.8,Tuesday,Weekday
2017-11-22,54.2,Wednesday,Weekday
2017-11-23,3.6,Thursday,Weekday
2017-11-24,1.3,Friday,Weekday
2017-11-25,16.1,Saturday,Weekend
2017-11-26,26.9,Sunday,Weekend
2017-11-27,7.7,Monday,Weekday
2017-11-28,11.2,Tuesday,Weekday
2017-11-29,10.0,Wednesday,Weekday
2017-11-30,32.6,Thursday,Weekday
2017-12-01,22.1,Friday,Weekday
2017-12-02,7.5,Saturday,Weekend
2017-12-03,71.7,Sunday,Weekend
2017-12-04,29.4,Monday,Weekday
2017-12-05,59.8,Tuesday,Weekday
2017-12-06,39.1,Wednesday,Weekday
2017-12-07,25.8,Thursday,Weekday
2017-12-08,35.0,Friday,Weekday
2017-12-09,89.2,Saturday,Weekend
2017-12-10,28.5,Sunday,Weekend
2017-12-11,51.9,Monday,Weekday
2017-12-12,66.8,Tuesday,Weekday
2017-12-13,40.6,Wednesday,Weekday
2017-12-14,46.9,Thursday,Weekday
2017-12-15,38.4,Friday,Weekday
2017-12-16,54.3,Saturday,Weekend
2017-12-17,62.5,Sunday,Weekend
2017-12-18,91.7,Monday,Weekday
2017-12-19,53.7,Tuesday,Weekday
2017-12-20,22.5,Wednesday,Weekday
2017-12-21,14.7,Thursday,Weekday
2017-12-22,70.6,Friday,Weekday
2017-12-23,93.3,Saturday,Weekend
2017-12-24,29.3,Sunday,Weekend
2017-12-25,60.1,Monday,Weekday
2017-12-26,7.0,Tuesday,Weekday
2017-12-27,36.3,Wednesday,Weekday
2017-12-28,4.2,Thursday,Weekday
2017-12-29,33.8,Friday,Weekday
2017-12-30,53.0,Saturday,Weekend
2017-12-31,13.2,Sunday,Weekend
2018-01-01,2.9,Monday,Weekday
2018-01-02,9.4,Tuesday,Weekday
2018-01-03,15.7,Wednesday,Weekday
2018-01-04,97.8,Thursday,Weekday
2018-01-05,15.9,Friday,Weekday
2018-01-06,4.9,Saturday,Weekend
